Entity,Source,Entity Type,Primary Product,Province State Name,District Name,County Name,Basin Name,Operator Name,Field Name,Prod Zone Name,Lease Name,Lease Number,Well Number,Location,Gatherer Gas,Gatherer Liquid,Status Date,Status Current Name,Date Production Start,Date Production Stop,Date Injection Start,Date Injection Stop,Pool Name,Temperature Gradient,N Factor
142010015514C  4H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,SANCHEZ OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,TALBUTT TRUST,015514,C  4H,SEC:5 BLK:4 SRV:I&GN RR CO ABS:331,TXSTM,PALLE,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD-1,,
142010015514MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,SANCHEZ OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,TALBUTT TRUST,015514,MULTI,SEC:6 BLK:4 SRV:I&GN RR CO ABS:332,,SHLTR,,INACTIVE,2011-07-01,2011-07-31,,,EAGLE FORD-1,,
1420100155306H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,MURPHY EXPLORATION & PRODUCTION CO-USA,EAGLEVILLE,EAGLE FORD,Y-BAR,015530,6H,SEC:3 BLK: SRV:POITEVENT J ABS:752,DCPMI,BPPRN,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-1,,
1420100155307H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,MURPHY EXPLORATION & PRODUCTION CO-USA,EAGLEVILLE,EAGLE FORD,Y-BAR,015530,7H,SEC:3 BLK:11 SRV:POITEVENT J ABS:752,DCPMI,BPPRN,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-1,,
14201001554710H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,PFLUGER UNIT,015547,10H,SEC:145 BLK: SRV:H&GN RR CO ABS:270,ENEFF,SHLTR,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001554711H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,PFLUGER UNIT,015547,11H,SEC:145 BLK: SRV:H&GN RR CO ABS:270,ENEFF,SHLTR,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001554712H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,PFLUGER UNIT,015547,12H,SEC:145 BLK: SRV:H&GN RR CO ABS:270,ENEFF,SHLTR,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001554713H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,PFLUGER UNIT,015547,13H,SEC:145 BLK: SRV:H&GN RR CO ABS:270,ENEFF,SHLTR,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001554721H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,PFLUGER UNIT,015547,21H,SEC:145 BLK: SRV:H&GN RR CO ABS:270,ENEFF,SHLTR,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-1,,
14201001554723H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,PFLUGER UNIT,015547,23H,SEC:145 BLK: SRV:H&GN RR CO ABS:270,ENEFF,SHLTR,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-1,,
14201001554724H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,PFLUGER UNIT,015547,24H,SEC:145 BLK: SRV:H&GN RR CO ABS:270,ENEFF,SHLTR,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-1,,
142010015547MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,PFLUGER UNIT,015547,MULTI,SEC:145 BLK: SRV:H&GN RR CO ABS:270,,,,INACTIVE,2011-12-01,2011-12-31,,,EAGLE FORD-1,,
1420100155651H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,BROWN,015565,1H,SEC:241 BLK: SRV:H&GN RR CO ABS:319,CAMIN,FLINH,,ACTIVE,2011-01-01,2013-04-30,,,EAGLE FORD-1,,
1420100155653H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,BROWN,015565,3H,SEC:240 BLK: SRV:H&GN RR CO ABS:1148,CAMIN,FLINH,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100155654H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,BROWN,015565,4H,SEC:240 BLK: SRV:H&GN RR CO ABS:1148,CAMIN,FLINH,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100155655H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,BROWN,015565,5H,SEC:240 BLK: SRV:H&GN RR CO ABS:1148,CAMIN,FLINH,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100155658H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,BROWN,015565,8H,SEC:240 BLK: SRV:H&GN RR CO ABS:1148,CAMIN,FLINH,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100155659H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,BROWN,015565,9H,SEC:240 BLK: SRV:H&GN RR CO ABS:1148,CAMIN,FLINH,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-1,,
142010015565MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,BROWN,015565,MULTI,SEC:241 BLK: SRV:H&GN RR CO ABS:319,,,,INACTIVE,2010-12-01,2010-12-31,,,EAGLE FORD-1,,
1420100155711H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,BRISCOE RANCH DIST 1,EAGLE FORD,EDWARDS A,015571,1H,SEC:48 BLK:D SRV:AB&M ABS:1727,CHEMD,BIGSC,,ACTIVE,2011-08-01,2013-04-30,,,EAGLE FORD,,
142010015572A  1H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,BRISCOE RANCH DIST 1,EAGLE FORD,WARE,015572,A  1H,SEC:171 BLK: SRV:H&GN RR CO ABS:283,CHEMD,OILFT,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD,,
142010015572B  1H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,BRISCOE RANCH DIST 1,EAGLE FORD,WARE,015572,B  1H,SEC:171 BLK: SRV:H&GN RR CO ABS:283,CHEMD,FALST,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD,,
14201001557510H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,IRVIN,015575,10H,SEC:5 BLK: SRV:POITEVENT J ABS:627,ENTPO,SHLTR,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001557511H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,IRVIN,015575,11H,SEC:5 BLK: SRV:POITEVENT J ABS:627,ENTPO,SHLTR,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001557512H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,IRVIN,015575,12H,SEC:5 BLK: SRV:POITEVENT J ABS:627,ENTPO,SHLTR,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001557590H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,IRVIN,015575,90H,SEC:71 BLK: SRV:GRICE JAMES M ABS:186,ENTPO,SHLTR,,ACTIVE,2012-02-01,2013-04-30,,,EAGLE FORD-1,,
14201001557591H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,IRVIN,015575,91H,SEC:71 BLK: SRV:GRICE JAMES M ABS:186,ENTPO,SHLTR,,ACTIVE,2012-02-01,2013-04-30,,,EAGLE FORD-1,,
14201001557592H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,IRVIN,015575,92H,SEC:71 BLK: SRV:GRICE JAMES M ABS:186,ENTPO,SHLTR,,ACTIVE,2012-02-01,2013-04-30,,,EAGLE FORD-1,,
142010015575MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CARRIZO EAGLE FORD LLC,EAGLEVILLE,EAGLE FORD,IRVIN,015575,MULTI,SEC:5 BLK: SRV:POITEVENT J ABS:627,,,,INACTIVE,2011-12-01,2011-12-31,,,EAGLE FORD-1,,
1420100155861H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,NAYLOR JONES UNIT 98,015586,1H,SEC:196 BLK: SRV:H&GN RR CO ABS:1094,EOGRI,SHLTR,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100155862H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,NAYLOR JONES UNIT 98,015586,2H,SEC:196 BLK: SRV:H&GN RR CO ABS:1094,EOGRI,SHLTR,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100155883H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,EXELCO,015588,3H,SEC:34 BLK:1 SRV:I&GN RR CO ABS:418,,EOGRM,,ACTIVE,2011-10-01,2013-04-30,,,EAGLE FORD-1,,
1420100155885H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,EXELCO,015588,5H,SEC:42 BLK:1 SRV:I&GN RR CO ABS:426,,EOGRM,,ACTIVE,2011-10-01,2013-04-30,,,EAGLE FORD-1,,
142010015592E  4H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,BRISCOE RANCH DIST 1,EAGLE FORD,BURNS RANCH III,015592,E  4H,SEC:681 BLK: SRV:TANDY SARAH A ABS:1504,CHEMD,TPGTR,,ACTIVE,2011-12-01,2013-04-30,,,EAGLE FORD,,
1420100155952H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHEYENNE PETROLEUM COMPANY,EAGLEVILLE,EAGLE FORD,CROMWELL,015595,2H,SEC:997 BLK: SRV:MACGREAL PETER ABS:582,CHEYE,CHEYE,,ACTIVE,2011-08-01,2013-03-31,,,EAGLE FORD-1,,
1420100155953H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHEYENNE PETROLEUM COMPANY,EAGLEVILLE,EAGLE FORD,CROMWELL,015595,3H,SEC:997 BLK: SRV:MACGREAL PETER ABS:582,CHEYE,CHEYE,,ACTIVE,2011-09-01,2013-03-31,,,EAGLE FORD-1,,
1420100155954H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHEYENNE PETROLEUM COMPANY,EAGLEVILLE,EAGLE FORD,CROMWELL,015595,4H,SEC:997 BLK: SRV:MACGREAL PETER ABS:582,CHEYE,CHEYE,,ACTIVE,2012-03-01,2013-03-31,,,EAGLE FORD-1,,
142010015595MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHEYENNE PETROLEUM COMPANY,EAGLEVILLE,EAGLE FORD,CROMWELL,015595,MULTI,SEC:997 BLK: SRV:MACGREAL PETER ABS:582,,,,INACTIVE,2011-06-01,2011-06-30,,,EAGLE FORD-1,,
142010015614A  1H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,THURMAN NORTH LAS,015614,A  1H,SEC:75 BLK:D SRV:AB&M ABS:36,CHEMD,CALUL,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD-1,,
142010015614A  2H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,THURMAN NORTH LAS,015614,A  2H,SEC:75 BLK:D SRV:AB&M ABS:36,CHEMD,CALUL,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD-1,,
142010015614B  1H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,THURMAN NORTH LAS,015614,B  1H,SEC:75 BLK:D SRV:AB&M ABS:36,CHEMD,CALUL,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
142010015614B  3H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,THURMAN NORTH LAS,015614,B  3H,SEC:75 BLK:D SRV:AB&M ABS:36,CHEMD,CALUL,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-1,,
142010015614B  6H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,THURMAN NORTH LAS,015614,B  6H,SEC:75 BLK:D SRV:AB&M ABS:36,CHEMD,CALUL,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100156176H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,WAREING 76A UNIT,015617,6H,SEC:76 BLK: SRV:I RR CO ABS:957,CAMIN,FLINH,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
142010015625C  1H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,BRISCOE RANCH DIST 1,EAGLE FORD,BOHANNAN DIM,015625,C  1H,SEC:23 BLK:5 SRV:I&GN RR CO ABS:372,CHEMD,BIGSC,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD,,
142010015625C  4H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,BRISCOE RANCH DIST 1,EAGLE FORD,BOHANNAN DIM,015625,C  4H,SEC:23 BLK:5 SRV:I&GN RR CO ABS:372,CHEMD,BIGSC,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD,,
14201001563913H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,WAREING 76B UNIT,015639,13H,SEC:76 BLK: SRV:I RR CO ABS:957,CAMIN,FLINH,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100156395H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,WAREING 76B UNIT,015639,5H,SEC:76 BLK: SRV:I RR CO ABS:957,CAMIN,FLINH,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
142010015639MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EP ENERGY E&P COMPANY LP,EAGLEVILLE,EAGLE FORD,WAREING 76B UNIT,015639,MULTI,SEC:76 BLK: SRV:I RR CO ABS:957,CAMIN,FLINH,,INACTIVE,2012-01-01,2012-05-31,,,EAGLE FORD-1,,
142010015655A  1H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,SANCHEZ OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,WRIGHT RANCH,015655,A  1H,SEC:665 BLK: SRV:TT RR CO ABS:824,WARGC,SHLTR,,ACTIVE,2011-10-01,2013-04-30,,,EAGLE FORD-1,,
142010015655A  2H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,SANCHEZ OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,WRIGHT RANCH,015655,A  2H,SEC:665 BLK: SRV:TT RR CO ABS:824,WARGC,SHLTR,,ACTIVE,2011-10-01,2013-04-30,,,EAGLE FORD-1,,
142010015655B  3H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,SANCHEZ OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,WRIGHT RANCH,015655,B  3H,SEC:12 BLK: SRV:POITEVENT J ABS:1186,WARGC,SHLTR,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD-1,,
142010015655B  4H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,SANCHEZ OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,WRIGHT RANCH,015655,B  4H,SEC:12 BLK: SRV:POITEVENT J ABS:1186,WARGC,SHLTR,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD-1,,
142010015655C  5H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,SANCHEZ OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,WRIGHT RANCH,015655,C  5H,SEC:15 BLK: SRV:POITEVENT J ABS:607,WARGC,SHLTR,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
142010015655D  6H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,SANCHEZ OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,WRIGHT RANCH,015655,D  6H,SEC:12 BLK: SRV:POITEVENT J ABS:1186,WARGC,SHLTR,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100156621H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,HINDES UNIT,015662,1H,SEC:9 BLK: SRV:SK&K ABS:671,EOGRI,SHLTR,,ACTIVE,2011-08-01,2013-04-30,,,EAGLE FORD-1,,
1420100156622H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,HINDES UNIT,015662,2H,SEC:7 BLK: SRV:SK&K ABS:670,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100156781H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,STS A - 1391,015678,1H,SEC:42 BLK: SRV:H&GN RR CO ABS:1391,ENETR,SPRNT,,ACTIVE,2011-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100156782H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,STS A - 1391,015678,2H,SEC:34 BLK: SRV:H&GN RR CO ABS:1314,ENETR,SPRNT,,ACTIVE,2011-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100156783H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,STS A - 1391,015678,3H,SEC:248 BLK: SRV:H&GN RR CO ABS:1138,ENETR,SPRNT,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100156784H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,STS A - 1391,015678,4H,SEC:248 BLK: SRV:H&GN RR CO ABS:1138,ENETR,SPRNT,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100156785H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,STS A - 1391,015678,5H,SEC:34 BLK: SRV:H&GN RR CO ABS:1314,ENETR,SPRNT,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-1,,
142010015679D  2H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,RANCHO D LA TIERRA ROJA,015679,D  2H,SEC:22 BLK:4 SRV:I&GN RR CO ABS:348,CHEMD,OILFT,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
142010015679E  2H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,RANCHO D LA TIERRA ROJA,015679,E  2H,SEC:21 BLK:4 SRV:I&GN RR CO ABS:347,CHEMD,BIGSC,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
142010015679F  2H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,RANCHO D LA TIERRA ROJA,015679,F  2H,SEC:21 BLK:4 SRV:I&GN RR CO ABS:347,CHEMD,BIGSC,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
142010015679G  3H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,RANCHO D LA TIERRA ROJA,015679,G  3H,SEC:1501 BLK: SRV:KERR WILLIAM P ABS:1791,CHEMD,BIGSC,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
142010015679H  2H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,RANCHO D LA TIERRA ROJA,015679,H  2H,SEC:12 BLK:4 SRV:I&GN RR CO ABS:338,CHEMD,OILFT,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
142010015679I  2H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LA SALLE,GULF COAST BASIN,CHESAPEAKE OPERATING INCORPORATED,EAGLEVILLE,EAGLE FORD,RANCHO D LA TIERRA ROJA,015679,I  2H,SEC:21 BLK:4 SRV:I&GN RR CO ABS:347,CHEMD,OILFT,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-1,,
1420100153261,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,BRISCOE RANCH DIST 1,EAGLE FORD,PATRICK WEST,015326,1,SEC:14 BLK: SRV:BS&F ABS:1428,TXSTM,TPGTR,,ACTIVE,2011-01-01,2013-04-30,,,EAGLE FORD,,
14201001536150H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,GOODRICH PETROLEUM COMPANY,BRISCOE RANCH DIST 1,EAGLE FORD,BURNS RANCH A,015361,50H,SEC: BLK: SRV:BAKER JAMES H ABS:54,TXSTM,BPPRN,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD,,
1420100153621H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,GOODRICH PETROLEUM COMPANY,BRISCOE RANCH DIST 1,EAGLE FORD,GPC PAN AM,015362,1H,SEC: BLK: SRV:HILDEBRAND MABEL E ABS:1521,TXSTM,BPPRN,,ACTIVE,2010-08-01,2013-04-30,,,EAGLE FORD,,
1420100153622H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,GOODRICH PETROLEUM COMPANY,BRISCOE RANCH DIST 1,EAGLE FORD,GPC PAN AM,015362,2H,SEC:8 BLK: SRV:BS&F ABS:971,TXSTM,BPPRN,,ACTIVE,2010-12-01,2013-04-30,,,EAGLE FORD,,
