Entity,Source,Entity Type,Primary Product,Province State Name,District Name,County Name,Basin Name,Operator Name,Field Name,Prod Zone Name,Lease Name,Lease Number,Well Number,Location,Gatherer Gas,Gatherer Liquid,Status Date,Status Current Name,Date Production Start,Date Production Stop,Date Injection Start,Date Injection Stop,Pool Name,Temperature Gradient,N Factor
242020267436,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,MURPHY-SINCLAIR UNIT,267436,1H,SEC: BLK: SRV:DAVIS JACKSON ABS:88,MARAE,STATW,,ACTIVE,2012-10-01,2013-05-31,,,EAGLE FORD,,
242020267655,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,DAVIS 01,267655,02H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,PNRUI,ENTCO,,ACTIVE,2012-05-01,2013-05-31,,,EAGLE FORD,,
242020267656,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,SMOLIK 01,267656,01H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,PNRUI,ENTCO,,ACTIVE,2012-05-01,2013-05-31,,,EAGLE FORD,,
242020267657,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,MAY UNIT 1,267657,2H,SEC: BLK: SRV:ODOM BRITTON ABS:220,MARAE,STATW,,ACTIVE,2012-09-01,2013-05-31,,,EAGLE FORD,,
242020267716,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,MAGARIGAL GAS UNIT 1,267716,A3H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,REGEF,EASTC,,ACTIVE,2012-01-01,2013-05-31,,,EAGLE FORD,,
242020267747,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,SMOLIK 01,267747,02H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,PNRUI,ENTCO,,ACTIVE,2012-04-01,2013-05-31,,,EAGLE FORD,,
242020267748,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,SMOLIK 01,267748,03H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,PNRUI,ENTCO,,ACTIVE,2012-04-01,2013-05-31,,,EAGLE FORD,,
242020267756,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,ELIZONDO 01,267756,01H,SEC: BLK: SRV:WHITE JOHN M ABS:288,PNRUI,ENTCO,,ACTIVE,2011-06-01,2013-05-31,,,EAGLE FORD,,
242020267970,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,J W JOHNSON GU 1,267970,B2H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,REGEF,EASTC,,ACTIVE,2012-05-01,2013-05-31,,,EAGLE FORD,,
242020268006,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,KIRK 01,268006,02H,SEC: BLK: SRV:TREVINO PEDRO ABS:13,PNRUI,ENTCO,,ACTIVE,2012-09-01,2013-05-31,,,EAGLE FORD,,
242020268010,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,JANSSEN 01,268010,01H,SEC: BLK: SRV:TREVINO PEDRO ABS:13,PNRUI,ENTCO,,ACTIVE,2012-09-01,2013-05-31,,,EAGLE FORD,,
242020268094,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,DOUGLAS 02,268094,01H,SEC: BLK: SRV:TREVINO PEDRO ABS:13,PNRUI,ENTCO,,ACTIVE,2012-04-01,2013-05-31,,,EAGLE FORD,,
242020268095,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,WARNER 01,268095,01H,SEC: BLK: SRV:TREVINO PEDRO ABS:13,PNRUI,ENTCO,,ACTIVE,2012-04-01,2013-05-31,,,EAGLE FORD,,
242020268096,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,BERRY 01,268096,01H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,PNRUI,GULFM,,ACTIVE,2012-05-01,2013-05-31,,,EAGLE FORD,,
242020268100,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,REGMUND GAS UNIT 1,268100,B1H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,REGEF,EASTC,,ACTIVE,2012-12-01,2013-05-31,,,EAGLE FORD,,
242020268180,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,BURNS 01,268180,01H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,PNRUI,GULFM,,ACTIVE,2012-06-01,2013-05-31,,,EAGLE FORD,,
242020268200,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,GRAEF GAS UNIT 1,268200,A1H,SEC: BLK: SRV:DUVALL BH ABS:97,REGEF,EASTC,,ACTIVE,2012-06-01,2013-05-31,,,EAGLE FORD,,
242020268217,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,DE WITT,EAGLE FORD,VICKERS GAS UNIT 1,268217,A1H,SEC: BLK: SRV:TREVINO PEDRO ABS:13,REGEF,EASTC,,ACTIVE,2012-06-01,2013-05-31,,,EAGLE FORD SHALE,2,
242020268223,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,UNKNOWN OPERATOR,SUGARKANE,EAGLE FORD,FRANKE UNIT,268223,2H,SEC: BLK: SRV:BUCKLEY DANIEL ABS:30,,,,ACTIVE,2012-06-01,2013-05-31,,,EAGLE FORD,,
242020268234,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HAVEMAN TRUST 01,268234,01H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,PNRUI,ENTCO,,ACTIVE,2012-06-01,2013-05-31,,,EAGLE FORD,,
242020268490,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,RICKS LIVING TRUST GU 1,268490,B3H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,REGEF,EASTC,,ACTIVE,2012-08-01,2013-05-31,,,EAGLE FORD,,
242020268540,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,BLUHM GU1,268540,A2H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,REGEF,EASTC,,ACTIVE,2012-08-01,2013-05-31,,,EAGLE FORD,,
242020P47728,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HAVEMAN TRUST 01 01H,,01H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD,,
242020P47730,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,BURNS 01 01H,,01H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD,,
242020P48782,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,DE WITT,EAGLE FORD,VICKERS GAS UNIT 1,,A1H,SEC: BLK: SRV:TREVINO PEDRO ABS:13,,,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD,2,
242020P48970,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,WATSON 01 01H,,01H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD,,
242020P48971,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,SCHENDEL 02 02H,,02H,SEC: BLK: SRV:TREVINO PEDRO ABS:13,,,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD,,
242020P49776,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,MANGIONE 01 01H,,0101H,SEC: BLK: SRV:BURRIS LEMUEL W ABS:47,,,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD,,
242020P49778,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,OLSON ESSE UNIT 2H,,2H,SEC: BLK: SRV:HEARST GEORGE ABS:141,,,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD,,
242020P49784,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,GRAEF GU1,,A1H,SEC: BLK: SRV:DUVALL BH ABS:97,,,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD,,
242020P50550,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,MENSIK 01 02H,,0102H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD,,
242020P51393,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,FORSHAGE HOWELL UNIT 3H,,3H,SEC:295 BLK: SRV:BARNES JOHN D ABS:28,,,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD,,
242020P51405,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,DAVILA UNIT 1H,,1H,SEC: BLK: SRV:PREST JAMES ABS:228,,,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD,,
242020P51412,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,FORSHAGE HOWELL UNIT 1H,,1H,SEC:295 BLK: SRV:BARNES JOHN D ABS:28,,,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD,,
242020P52447,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,FRANKE JOHNSON UNIT 3H,,3H,SEC: BLK: SRV:ODOM BRITTON ABS:220,,,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD,,
242020P52448,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,BLUHM GU 1 A2H,,A2H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD,,
242020P52449,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,RICKS LIVING TRUST GU 2,,A4H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD,,
242020P52451,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,REGMUND FAMILY TRUST GU1 C1H,,C1H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD,,
242020P52455,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,DEBILL 01 02H,,02H,SEC: BLK: SRV:KELBERG ROBERT ABS:172,,,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD,,
242020P52456,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,RICKS LIVING TRUST GU 1,,B3H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD,,
242020P52457,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,SUGARKANE,EAGLE FORD,FALKS GU 1 B2H,,B2H,SEC:512 BLK: SRV:GRACE MORGAN ABS:393,,,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD,,
242020P52960,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,JOHNSON TSCHIRHART UNIT 1H,,1H,SEC: BLK: SRV:ODOM BRITTON ABS:220,,,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD,,
242020P52961,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,LUNA UNIT 2H,,2H,SEC: BLK: SRV:ODOM BRITTON ABS:220,,,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD,,
242020P52962,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,DAVILA GRAHAM UNIT 1H,,1H,SEC: BLK: SRV:PREST JAMES ABS:228,,,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD,,
242020P52964,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,DAVILA GRAHAM UNIT 2H,,2H,SEC: BLK: SRV:PREST JAMES ABS:228,,,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD,,
242020P53617,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,BAILEY RETZLOFF UNIT 2H,,2H,SEC: BLK: SRV:PREST JAMES ABS:228,,,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD,,
242020P53623,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,BAILEY RETZLOFF UNIT 1H,,1H,SEC: BLK: SRV:PREST JAMES ABS:228,,,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD,,
242020P53625,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HAVEMAN 01 02H,,2H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD,,
242020P53628,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,BAILEY RETZLOFF UNIT 3H,,3H,SEC: BLK: SRV:PREST JAMES ABS:228,,,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD,,
242020P53634,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,MURPHY SINCLAIR UNIT 2H,,2H,SEC: BLK: SRV:DAVIS JACKSON ABS:88,,,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD,,
242020P54301,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,WESSENDORFF 01 03H,,03H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54304,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,WESSENDORFF 01 04H,,04H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54306,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 02 04H,,04H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54309,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,MOBIL A UNIT 1H,,1H,SEC:260 BLK: SRV:FRISBIE CHARLES ABS:115,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54310,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 02 03H,,03H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54311,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,MANGIONE 01 02H,,02H,SEC: BLK: SRV:BURRIS LEMUEL W ABS:47,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54312,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,MOBIL A UNIT 2H,,2H,SEC:260 BLK: SRV:FRISBIE CHARLES ABS:115,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54316,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,WESSENDORFF 01 02H,,02H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54317,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 02 02H,,02H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD,,
242020P54794,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,SIENKIEWICZ UNIT 2H,,2H,SEC: BLK: SRV:TICKNOR ISAAC ABS:278,,,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD,,
242020P54800,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,SIENKIEWICZ UNIT 5H,,5H,SEC: BLK: SRV:TICKNOR ISAAC ABS:278,,,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD,,
242020P54810,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,RIDLEY 01 03H,,03H,SEC: BLK: SRV:BURRIS LEMUEL W ABS:47,,,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD,,
242020P54811,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,ALEXANDER 01 02H,,02H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD,,
242020P54812,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,MAY B UNIT 1H,,1H,SEC: BLK: SRV:ODOM BRITTON ABS:220,,,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD,,
242020P54813,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,SUGARKANE,EAGLE FORD,MOBIL UNIT D 1H,,1H,SEC:182 BLK: SRV:LATHROP JTK ABS:352,,,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD,,
242020P55533,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PLAINS EXPLORATION & PRODUCTION COMPANY,EAGLEVILLE,EAGLE FORD,KOTARA RIDLEY UNIT,,7H,SEC: BLK: SRV:DAVIS JACKSON ABS:88,,,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-2,,
242020P55550,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,ELIZONDO 01 02H,,02H,SEC: BLK: SRV:WHITE JOHN M ABS:288,,,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD,,
242020P55560,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,RIDLEY 01 04H,,04H,SEC: BLK: SRV:MUSQUIZ RAMON ABS:7,,,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD,,
242020P56289,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 02 06H,,06H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
242020P56290,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 02 07H,,07H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
242020P56293,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 01 02H,,02H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
242020P56294,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 01 03H,,03H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
242020P56295,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 01 04H,,04H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
242020P56296,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,HANDY 02 01 05H,,05H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
242020P56297,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PLAINS EXPLORATION & PRODUCTION COMPANY,EAGLEVILLE,EAGLE FORD,KOSUB UNIT 4H,,4H,SEC: BLK: SRV:TICKNOR ISAAC ABS:278,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD-2,,
242020P56298,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PLAINS EXPLORATION & PRODUCTION COMPANY,EAGLEVILLE,EAGLE FORD,KOSUB UNIT 5H,,5H,SEC: BLK: SRV:TICKNOR ISAAC ABS:278,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD-2,,
242020P56299,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,STEWART NANCY 01 02H,,02H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
242020P56300,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,STEWART NANCY 01 04H,,04H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
242020P56301,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,SUGARKANE,EAGLE FORD,STEWART NANCY 01 03H,,03H,SEC: BLK: SRV:MARTINEZ CARLOS ABS:6,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD,,
